"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";30.03.2022 11:34:16;5.000;1,677.20
"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";01.04.2022 10:15:58;1.000;1,797.00
Шланг FITT EVAPOOL (стенка EVA арм. спиралью PE) для очистки бассейнов (t-10С+50С) 38mm метр;01.04.2022 10:15:58;25.000;412.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 5кг";07.04.2022 9:55:44;2.000;1,013.00
"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";07.04.2022 9:55:44;5.000;1,677.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) ведро 4 кг";14.04.2022 12:57:09;1.000;5,324.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 3кг";14.04.2022 12:57:09;1.000;3,768.00
Таблетки DPD 1 (Р) блистер;14.04.2022 12:57:09;10.000;150.00
Таблетки pH (Р) блистер;14.04.2022 12:57:09;10.000;150.00
"PH-минус ""Aqualeon"" жидкий 12кг";14.04.2022 12:57:09;1.000;1,044.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 30кг";19.04.2022 9:49:56;1.000;5,164.00
"Регулятор PH-минус ""Aqualeon"" гранулы (ведро 4кг)";19.04.2022 9:49:56;2.000;2,642.00
"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";19.04.2022 10:23:49;5.000;1,677.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) ведро 4 кг";28.04.2022 13:08:44;6.000;3,301.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 1кг";28.04.2022 13:08:44;80.000;258.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";28.04.2022 13:08:44;6.000;3,678.00
"PH-минус ""Aqualeon"" жидкий 30л";05.05.2022 14:09:42;2.000;2,556.00
Штанга телескопическая Pool King 1,8-3,8м ;06.05.2022 13:07:29;1.000;2,767.00
Наконечник FITT EVAPOOI для пылесосного шланга 38 мм;06.05.2022 13:07:29;2.000;227.00
Шланг FITT EVAPOOL (стенка EVA арм. спиралью PE) для очистки бассейнов (t-10С+50С) 38mm метр;06.05.2022 13:07:29;8.000;492.00
"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";12.05.2022 10:11:25;5.000;1,677.00
"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";13.05.2022 15:44:20;10.000;1,677.00
"PH-минус ""Aqualeon"" жидкий 30л";13.05.2022 15:44:20;2.000;1,789.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";16.05.2022 10:13:05;2.000;4,797.00
"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";16.05.2022 10:13:05;10.000;1,677.00
"Скиммер навеcной ""Intex""";16.05.2022 10:42:11;1.000;2,100.00
"Регулятор PH-минус ""Aqualeon"" гранулы (ведро 1кг)";16.05.2022 10:42:11;4.000;738.42
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 5кг";16.05.2022 10:42:11;1.000;1,558.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 1кг";16.05.2022 10:42:11;1.000;439.00
"Дез. ср-во ""Aqualeon"" быстрый хлор гранулы (ведро 5кг)";16.05.2022 10:42:11;1.000;6,206.00
"Дез. ср-во ""Aqualeon"", медленный стаб. хлор. в таб.(200гр) ведро 5кг";16.05.2022 10:42:11;1.000;5,798.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 1кг";16.05.2022 10:42:11;1.000;1,598.00
"Очиститель Ватерлинии ""Aqualeon"" СПРЕЙ (щелочной) 0,75кг";16.05.2022 10:42:11;1.000;539.00
"Чистящее средство ""БАРИОН"" (щелочное) 1 кг";16.05.2022 10:42:11;2.000;204.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) 0,5кг";17.05.2022 16:24:16;4.000;450.00
"БСХ гр 05 Дез. ср-во ""Aqualeon"" быстрый хлор гранулы (банка 0,5кг)";17.05.2022 16:24:16;4.000;407.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 30кг";17.05.2022 16:24:16;1.000;3,202.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 10 кг";17.05.2022 16:24:16;4.000;1,421.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 1кг";17.05.2022 16:24:16;32.000;258.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 5кг";17.05.2022 16:24:16;6.000;966.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 30кг";19.05.2022 9:09:44;1.000;5,164.00
Песок кварцевый (0,8-2,0 мм) 25кг в мешках;19.05.2022 12:07:54;6.000;749.00
Щетка для дна Kokido Classic K108BU с боковым ворсом;19.05.2022 12:07:54;1.000;1,187.00
"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";26.05.2022 10:31:15;3.000;1,677.00
Труба д.32х1.9 мм 12,5 Бар НПВХ клеевая с раструбом;27.05.2022 10:40:51;12.000;117.00
Труба д.40х1.9 мм 10 Бар НПВХ клеевая с раструбом;27.05.2022 10:40:51;6.000;183.00
Труба д.25х1.5 мм 12.5 Бар НПВХ клеевая с раструбом;27.05.2022 10:40:51;30.000;81.00
"PH-минус ""Aqualeon"" жидкий 30л";01.06.2022 12:21:06;1.000;1,789.00
"PH-минус ""Aqualeon"" жидкий 12кг";01.06.2022 12:21:06;6.000;647.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 10 кг";01.06.2022 12:21:06;3.000;1,421.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 5кг";01.06.2022 12:21:06;6.000;966.00
"Регулятор PH-минус ""Aqualeon"" гранулы (ведро 1кг)";01.06.2022 12:21:06;8.000;492.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 10 кг";01.06.2022 12:21:06;3.000;1,421.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) ведро 4 кг";01.06.2022 12:21:06;5.000;2,657.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";01.06.2022 12:21:06;15.000;3,966.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 1кг";01.06.2022 12:21:06;32.000;258.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (20г) ведро 4кг";02.06.2022 11:16:23;1.000;3,368.00
"Регулятор PH-минус ""Aqualeon"" гранулы (ведро 1кг)";02.06.2022 11:16:23;12.000;492.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) ведро 4 кг";02.06.2022 11:16:23;4.000;2,657.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 30кг";02.06.2022 11:16:23;3.000;3,202.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 1кг";02.06.2022 11:16:23;160.000;258.00
"Очиститель Ватерлинии ""Aqualeon"" СПРЕЙ (щелочной) 0,75кг";02.06.2022 11:16:23;3.000;279.00
"Очиститель минерального налета ""Aqualeon"" 1кг";02.06.2022 11:16:23;3.000;341.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";02.06.2022 11:16:23;6.000;3,966.00
"PH-минус ""Aqualeon"" жидкий 30л";02.06.2022 11:16:23;4.000;1,789.00
Песок кварцевый (0,63-1,0 мм) 25кг в мешках;02.06.2022 11:40:48;10.000;270.00
Песок кварцевый (0,8-2,0 мм) 25кг в мешках;02.06.2022 11:40:48;10.000;270.00
"Дез. ср-во ""Aqualeon"" быстрый хлор гранулы (ведро 5кг)";02.06.2022 12:54:59;1.000;4,864.00
"Коагулянт ""Aqualeon"" (25г) ведро 1,5 кг";02.06.2022 12:54:59;2.000;1,594.00
"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";02.06.2022 12:54:59;1.000;2,396.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";02.06.2022 12:54:59;1.000;6,396.00
"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";03.06.2022 11:01:46;10.000;1,677.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";06.06.2022 13:30:43;10.000;4,157.00
"Кальций Стоп ""Aqualeon"" 1кг";06.06.2022 13:30:43;6.000;494.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) ведро 1,5 кг";06.06.2022 13:30:43;12.000;1,234.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (20г) ведро 4кг";06.06.2022 13:32:04;5.000;3,531.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";06.06.2022 13:32:04;5.000;4,157.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) ведро 4 кг";06.06.2022 13:32:04;10.000;2,786.00
"Дез. ср-во ""Aqualeon"" быстрый хлор гранулы (ведро 5кг)";06.06.2022 13:32:04;2.000;3,162.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";06.06.2022 14:09:53;40.000;3,966.00
"PH-минус ""Aqualeon"" жидкий 30л";06.06.2022 14:09:53;1.000;1,789.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 1кг";06.06.2022 14:09:53;320.000;258.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) ведро 4 кг";06.06.2022 14:09:53;30.000;2,657.00
Песок кварцевый (0,8-2,0 мм) 25кг в мешках;06.06.2022 14:09:53;10.000;270.00
"Регулятор PH-минус ""Aqualeon"" гранулы (ведро 1кг)";06.06.2022 14:09:53;12.000;492.00
"Коагулянт ""Aqualeon"" жидкий 1л";06.06.2022 14:09:53;16.000;155.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 5кг";09.06.2022 0:00:00;8.000;966.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 10 кг";09.06.2022 0:00:00;10.000;1,421.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (20г) ведро 4кг";09.06.2022 0:00:00;10.000;3,368.00
"БСХ Дез. ср-во ""Aqualeon"" быстрый хлор гранулы (ведро 1кг)";09.06.2022 0:00:00;18.000;639.00
"Регулятор PH-минус ""Aqualeon"" гранулы (ведро 4кг)";09.06.2022 0:00:00;4.000;1,312.00
"PH-минус ""Aqualeon"" жидкий 12кг";09.06.2022 0:00:00;4.000;647.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";09.06.2022 0:00:00;6.000;3,966.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 1кг";09.06.2022 0:00:00;10.000;258.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 1кг";09.06.2022 21:09:12;160.000;258.00
Песок кварцевый (0,63-1,0 мм) 25кг в мешках;10.06.2022 0:00:00;3.000;350.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) ведро 1,5 кг";10.06.2022 12:56:51;2.000;1,234.00
"Коагулянт ""Aqualeon"" жидкий 1л";10.06.2022 12:56:51;3.000;195.00
"Коагулянт ""Aqualeon"" (25г) ведро 1,5 кг";10.06.2022 12:56:51;5.000;1,036.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 1кг";10.06.2022 12:56:51;16.000;285.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 5кг";10.06.2022 12:56:51;2.000;1,013.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (20г) ведро 1,5кг";10.06.2022 12:56:51;2.000;1,394.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 1кг";10.06.2022 12:56:51;2.000;930.00
"""O2 ACTIVE"", средство для дезинфекции воды, 5л";10.06.2022 12:56:51;10.000;1,500.00
Песок кварцевый (0,8-2,0 мм) 25кг в мешках;10.06.2022 12:56:51;2.000;300.00
"Регулятор PH-минус ""Aqualeon"" гранулы (ведро 1кг)";10.06.2022 12:56:51;3.000;403.00
"""O2 ACTIVE"", средство для дезинфекции воды, 10л";10.06.2022 13:23:23;2.000;3,000.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";10.06.2022 13:23:23;4.000;6,396.00
"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";10.06.2022 13:23:23;6.000;2,396.00
Таблетки DPD 1 (Р) блистер;10.06.2022 13:23:23;4.000;150.00
"PH-минус ""Aqualeon"" жидкий 30л";10.06.2022 17:53:11;5.000;1,789.00
"БСХ Дез. ср-во ""Aqualeon"" быстрый хлор гранулы (ведро 1кг)";10.06.2022 17:53:11;12.000;670.00
"Регулятор PH-минус ""Aqualeon"" гранулы (ведро 4кг)";10.06.2022 17:53:11;1.000;1,375.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 1кг";10.06.2022 17:53:11;12.000;930.00
"Регулятор РН-плюс ""Aqualeon"" гранулы (ведро 1кг)";10.06.2022 17:53:11;2.000;253.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) ведро 1,5 кг";10.06.2022 17:53:11;8.000;1,234.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";13.06.2022 13:09:43;16.000;3,966.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) ведро 1,5 кг";13.06.2022 13:09:43;6.000;1,177.00
"Очиститель Ватерлинии ""Aqualeon"" СПРЕЙ (щелочной) 0,75кг";13.06.2022 13:09:43;2.000;279.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) ведро 4 кг";13.06.2022 13:09:43;2.000;2,657.00
Песок кварцевый (0,8-2,0 мм) 25кг в мешках;13.06.2022 13:09:43;10.000;270.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (20г) ведро 4кг";13.06.2022 16:01:49;2.000;3,368.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 1кг";13.06.2022 16:01:49;240.000;258.00
"БСХ Дез. ср-во ""Aqualeon"" быстрый хлор гранулы (ведро 1кг)";13.06.2022 16:01:49;6.000;639.00
"Коагулянт ""Aqualeon"" (25г) ведро 1,5 кг";13.06.2022 16:01:49;2.000;988.00
"Коагулянт ""Aqualeon"" (25г) ведро 4 кг";13.06.2022 16:01:49;1.000;2,420.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";13.06.2022 16:01:49;8.000;3,966.00
"Регулятор PH-минус ""Aqualeon"" гранулы (ведро 1кг)";13.06.2022 16:01:49;6.000;492.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 5кг";13.06.2022 16:01:49;15.000;966.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 10 кг";14.06.2022 11:54:53;3.000;1,490.00
"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";14.06.2022 11:54:53;3.000;1,677.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";14.06.2022 13:07:34;10.000;4,157.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (20г) ведро 4кг";14.06.2022 13:07:34;6.000;3,531.00
"""O2 ACTIVE"", средство для дезинфекции воды, 10л";16.06.2022 15:50:48;3.000;3,000.00
Сачок Kokido Design-O K413BU поверхностный;16.06.2022 15:50:48;1.000;750.00
"Телескопическая алюминиевая рукоятка ""Intex"" 279 см";16.06.2022 15:50:48;1.000;1,297.00
Щетка для дна Kokido Classic K108BU с боковым ворсом;16.06.2022 15:50:48;1.000;1,199.00
Песок кварцевый (0,8-2,0 мм) 25кг в мешках;17.06.2022 10:48:52;10.000;300.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 1кг";17.06.2022 10:51:06;12.000;930.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (20г) ведро 1,5кг";17.06.2022 10:51:06;6.000;1,394.00
Песок кварцевый (0,63-1,0 мм) 25кг в мешках;17.06.2022 10:51:06;20.000;300.00
"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";18.06.2022 10:57:07;8.000;1,677.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 5кг";18.06.2022 10:57:07;2.000;1,013.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 5кг";18.06.2022 10:59:50;5.000;1,013.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 1кг";18.06.2022 14:39:43;6.000;887.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (20г) банка 0,5кг";18.06.2022 14:39:43;24.000;508.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (20г) ведро 4кг";18.06.2022 14:39:43;2.000;3,368.00
"Коагулянт ""Aqualeon"" (25г) ведро 1,5 кг";18.06.2022 14:39:43;4.000;988.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 1кг";18.06.2022 14:39:43;80.000;258.00
"Регулятор РН-плюс ""Aqualeon"" гранулы (ведро 1кг)";18.06.2022 14:39:43;4.000;205.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) ведро 4 кг";18.06.2022 14:39:43;9.000;2,657.00
"БСХ гр 05 Дез. ср-во ""Aqualeon"" быстрый хлор гранулы (банка 0,5кг)";18.06.2022 14:39:43;24.000;407.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 10 кг";18.06.2022 14:39:43;4.000;1,421.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) 0,5кг";18.06.2022 14:39:43;24.000;450.00
"PH-минус ""Aqualeon"" жидкий 12кг";18.06.2022 14:39:43;3.000;647.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 5кг";18.06.2022 14:39:43;5.000;966.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";18.06.2022 14:39:43;5.000;3,966.00
"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";20.06.2022 14:10:40;2.000;1,677.00
"Регулятор PH-минус ""Aqualeon"" гранулы (ведро 1кг)";20.06.2022 14:26:07;12.000;492.00
"Кальций Стоп ""Aqualeon"" 1кг";20.06.2022 14:26:07;16.000;471.00
"Очиститель минерального налета ""Aqualeon"" 1кг";20.06.2022 14:26:07;16.000;341.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 1кг";20.06.2022 14:26:07;240.000;258.00
"PH-минус ""Aqualeon"" жидкий 30л";20.06.2022 14:26:07;1.000;1,789.00
Песок кварцевый (0,63-1,0 мм) 25кг в мешках;20.06.2022 14:37:02;20.000;270.00
Песок кварцевый (0,8-2,0 мм) 25кг в мешках;20.06.2022 14:37:02;10.000;270.00
Труба д.75х3.6 мм 10 Бар НПВХ клеевая с раструбом;21.06.2022 10:00:18;15.000;651.00
Угольник ПВХ 75*90 (Испания);21.06.2022 10:00:18;2.000;371.00
"""O2 ACTIVE"", средство для дезинфекции воды, 10л";23.06.2022 11:27:40;2.000;3,000.00
"Дезинфицирующее средство ""Aqualeon"" жидкое 10л с дыш.кр";24.06.2022 12:28:35;20.000;696.00
"PH-минус ""Aqualeon"" жидкий 12кг";24.06.2022 12:28:35;20.000;731.00
"Очиститель Ватерлинии ""Aqualeon"" СПРЕЙ (щелочной) 0,5кг";24.06.2022 13:32:50;24.000;240.00
"Кальций Стоп ""Aqualeon"" 1кг";24.06.2022 14:09:45;20.000;494.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) 0,5кг";24.06.2022 14:09:45;40.000;450.00
"БСХ гр 05 Дез. ср-во ""Aqualeon"" быстрый хлор гранулы (банка 0,5кг)";24.06.2022 14:09:45;40.000;407.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (20г) банка 0,5кг";24.06.2022 14:09:45;20.000;508.00
"Очиститель минерального налета ""Aqualeon"" 1кг";24.06.2022 14:09:45;20.000;341.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";27.06.2022 13:20:35;10.000;4,157.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (20г) ведро 4кг";27.06.2022 13:20:35;10.000;3,531.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) ведро 4 кг";27.06.2022 13:20:35;10.000;2,786.00
"Коагулянт ""Aqualeon"" (25г) ведро 4 кг";27.06.2022 13:20:35;2.000;2,538.00
"Кальций Стоп ""Aqualeon"" 1кг";27.06.2022 13:20:35;3.000;494.00
"Коагулянт ""Aqualeon"" жидкий 30л";27.06.2022 13:21:22;2.000;2,063.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) ведро 4 кг";28.06.2022 13:48:47;30.000;2,657.00
"Регулятор PH-минус ""Aqualeon"" гранулы (ведро 1кг)";28.06.2022 13:48:47;12.000;492.00
"Дез. ср-во ""Aqualeon"" быстрый хлор гранулы (ведро 5кг)";04.07.2022 10:49:14;1.000;3,648.00
"Дез. ср-во ""Aqualeon"" медлен.стаб.хлор компл.действия таб (200г) ведро 5кг";04.07.2022 10:49:14;1.000;4,797.00
"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";04.07.2022 10:49:14;10.000;1,677.00
"Дезинфицирующее средство ""Aqualeon"" жидкое 30л с дыш.кр";05.07.2022 15:22:00;1.000;1,677.00
"Регулятор PH-минус ""Aqualeon"" гранулы (ведро 1кг)";07.07.2022 11:37:21;12.000;492.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 1кг";07.07.2022 11:37:21;128.000;258.00
"Дез. ср-во ""Aqualeon"" быстрый стаб. хлор в таб. (20г) ведро 4 кг";07.07.2022 11:37:21;20.000;2,657.00
"Альгицид пролонгированного действия непенящийся ""Aqualeon"" 1кг";08.07.2022 14:30:24;32.000;285.00
